_id,Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
6598,2022,S92000003,d,65-74 years,"",Females,"",Subarachnoid Haemorrhage,29,"",9.3242491567985,"",9.364214841238132
6599,2022,S92000003,d,75plus years,"",Males,"",Subarachnoid Haemorrhage,17,"",8.49235687880907,"",9.337600668557426
6600,2022,S92000003,d,75plus years,"",Females,"",Subarachnoid Haemorrhage,44,"",15.8214762156467,"",15.939907470438152
6601,2013,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.24415257993391,"",2.5248747423502804
6602,2013,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",3.6082660219898,"",3.304692367773195
6603,2013,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",5.42387590171937,"",4.860430164421036
6604,2013,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,3,"",5.12216360190545,"",4.323928148719818
6605,2013,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",5.48095368594135,"",4.947854242943244
6606,2013,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,3,"",3.88098318240621,"",3.3711974350302065
6607,2013,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,5,"",3.42956698287274,"",4.036617649182231
6608,2013,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,8,"",5.19889003697711,"",5.23279058391293
6609,2013,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",0.348207601371938,"",0.4716981132075471
6610,2013,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,13,"",4.45182610482338,"",4.592606963805192
6611,2013,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",1.26997834686919,"",1.2085022120119655
6612,2013,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,5,"",3.05816008856432,"",2.674337151589598
6613,2013,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,10,"",2.42161240640468,"",3.061938776011104
6614,2013,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,20,"",4.57904810747942,"",5.071685787647992
6615,2013,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6616,2013,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6617,2013,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6618,2013,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",8.74967188730423,"",8.064516129032258
6619,2013,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",7.39699681929137,"",6.983240223463687
6620,2013,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",7.20409192421295,"",6.234413965087283
6621,2013,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",1.12377859314158,"",1.4839010093539862
6622,2013,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",4.76369429785793,"",4.872508863828096
6623,2013,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6624,2013,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",4.24204145888519,"",3.738699223661402
6625,2013,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,16,"",2.92053942363154,"",3.2426460529588104
6626,2013,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,26,"",4.40621208115565,"",4.650805899321927
6627,2013,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,8,"",2.54036803581919,"",2.5858129848766724
6628,2013,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",4.14599837121493,"",4.279595833141026
6629,2013,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,56,"",2.16493729413766,"",2.3908368718144937
6630,2013,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,119,"",4.34144953338538,"",4.399889473601739
6631,2014,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.25051621215616,"",2.038126922610454
6632,2014,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,6,"",3.1023303671608,"",2.7722473332435724
6633,2014,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",3.61539434913863,"",3.4149508616051385
6634,2014,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,3,"",5.10890482110318,"",4.107265821630295
6635,2014,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",1.37315482320632,"",1.2125411397886714
6636,2014,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,5,"",6.48214169961755,"",5.456070856753693
6637,2014,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",0.684345594525235,"",1.084598698481562
6638,2014,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",4.53735213093502,"",4.340060763094229
6639,2014,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,5,"",1.72642991557758,"",1.956177111700556
6640,2014,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",3.39437551976375,"",3.55789803059779
6641,2014,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.54024703902454,"",2.420175803466024
6642,2014,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",6.12501148439653,"",5.4918611174736265
6643,2014,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,6,"",1.43854879197865,"",1.6195417601762414
6644,2014,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,27,"",6.12199087143139,"",6.594244046105491
6645,2014,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6646,2014,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6647,2014,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6648,2014,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",17.5024065809049,"",16.481740120008276
6649,2014,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6650,2014,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",7.24322758221063,"",4.322766570605187
6651,2014,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,7,"",3.93452943028014,"",4.066287587003748
6652,2014,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",5.28155996155024,"",4.893845391191803
6653,2014,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.49348095562868,"",1.513333233791488
6654,2014,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,11,"",5.16608978664049,"",4.747247700516348
6655,2014,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,9,"",1.63523978065984,"",1.9772185956366508
6656,2014,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,28,"",4.72803658149446,"",4.932135139337248
6657,2014,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,8,"",2.53784562285076,"",3.247530259066365
6658,2014,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,17,"",5.02851463593554,"",4.962671324986686
6659,2014,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,50,"",1.92564692108314,"",2.0937131317892086
6660,2014,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,137,"",4.97988055556565,"",4.864719535035802
6661,2015,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",1.12625929867833,"",1.2182867666602792
6662,2015,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,13,"",6.73536741429245,"",6.006997060945881
6663,2015,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",3.61840319866843,"",3.124175012897593
6664,2015,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",1.70192487703593,"",1.250568440200091
6665,2015,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",2.75137224690815,"",2.167473095911814
6666,2015,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",1.29905558658855,"",1.0617965597791463
6667,2015,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",1.35765343180846,"",1.6549511671703236
6668,2015,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,6,"",3.86256976766643,"",3.8165182561694575
6669,2015,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,9,"",3.08456858880987,"",3.331664376569223
6670,2015,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,8,"",2.70229188130183,"",2.7769527653083426
6671,2015,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.53723390759394,"",2.4644309594353495
6672,2015,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,8,"",4.89751940642065,"",4.21744837400562
6673,2015,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,10,"",2.37211906139993,"",2.6645179209995704
6674,2015,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",3.13735332873188,"",3.3577899107613964
6675,2015,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6676,2015,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6677,2015,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6678,2015,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",8.75886835420864,"",8.695652173913043
6679,2015,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6680,2015,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,3,"",21.9042056074766,"",16.78144863850916
6681,2015,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,7,"",3.93154616477672,"",3.967394555575656
6682,2015,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",5.26224392605495,"",5.0631768074276184
6683,2015,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",0.991149039081007,"",0.9499451954694922
6684,2015,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,5,"",2.34462190627139,"",2.3123290229830045
6685,2015,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,11,"",1.98253923625379,"",2.4492547168219634
6686,2015,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,30,"",5.04162703387637,"",5.105983652820597
6687,2015,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,11,"",3.48097961095306,"",3.721018574504513
6688,2015,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,22,"",6.49951105950893,"",6.538425222210518
6689,2015,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,62,"",2.37505214580215,"",2.5250497347591003
6690,2015,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,122,"",4.41624003495345,"",4.355081937582079
6691,2016,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.25222688933683,"",2.1692958072378303
6692,2016,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,12,"",6.21896993128038,"",5.907125549760337
6693,2016,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",1.80128251314936,"",1.7201834862385323
6694,2016,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,4,"",6.77805266546921,"",5.891262129903269
6695,2016,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6696,2016,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",1.29892059698391,"",1.0414496979795875
6697,2016,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",0.674427074200467,"",0.611586789725342
6698,2016,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,8,"",5.12144219812299,"",4.757195089375647
6699,2016,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,7,"",2.39607044447107,"",2.7107537898108767
6700,2016,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,11,"",3.71678126742241,"",3.826269718065153
6701,2016,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",0.632251130148895,"",0.5433873934124728
6702,2016,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,5,"",3.05371484410786,"",2.3888304163485694
6703,2016,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,14,"",3.2753134942916,"",4.245986079715284
6704,2016,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",3.09351246243592,"",3.2907153428246003
6705,2016,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",9.19117647058824,"",7.83289817232376
6706,2016,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6707,2016,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6708,2016,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6709,2016,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6710,2016,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",7.33621891277236,"",5.610098176718092
6711,2016,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",0.55694172161825,"",0.6600660066006601
6712,2016,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",3.66918617450649,"",3.4203763526595075
6713,2016,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",1.97860142558233,"",2.0389420430947185
6714,2016,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,4,"",1.87523147388506,"",1.8287230469742617
6715,2016,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,13,"",2.31752189166833,"",3.0623891754301265
6716,2016,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,22,"",3.66406518038859,"",3.862874356591104
6717,2016,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,6,"",1.89133045640956,"",2.063711103661512
6718,2016,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",4.12671369155173,"",4.072339949632882
6719,2016,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,53,"",2.0171242430551,"",2.3380729260631847
6720,2016,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,103,"",3.70877543076706,"",3.613000167988638
6721,2017,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,6,"",3.3781881650808,"",3.200459393404785
6722,2017,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",3.63070539419087,"",3.13063750680931
6723,2017,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6724,2017,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,3,"",5.06491533149871,"",4.196062159181498
6725,2017,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",1.38075775985861,"",1.079447322970639
6726,2017,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,6,"",7.81494216942795,"",7.044217946841363
6727,2017,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",0.67188045902873,"",0.6447831184056272
6728,2017,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,13,"",8.29377839024141,"",8.072221895627461
6729,2017,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.02860551949722,"",1.1744059283738042
6730,2017,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",4.75022309083444,"",4.733044228004397
6731,2017,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,5,"",3.15843998332344,"",2.972111813134694
6732,2017,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",6.10933261650497,"",5.296162217725362
6733,2017,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,7,"",1.61845220479432,"",1.756387438479715
6734,2017,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",3.06387299808727,"",3.1420977298525914
6735,2017,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6736,2017,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",18.0913613749435,"",14.840257949409
6737,2017,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",8.52442247037763,"",8.422664624808576
6738,2017,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6739,2017,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",15.0262960180316,"",13.379273313048149
6740,2017,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6741,2017,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.21837703536093,"",2.4915448043278676
6742,2017,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",3.66304199939298,"",3.310155125635304
6743,2017,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",0.987327649617164,"",0.9976191107809846
6744,2017,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",4.2150025992516,"",3.819749909975576
6745,2017,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,10,"",1.76670017507999,"",2.209453167910661
6746,2017,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,26,"",4.31118104804811,"",4.592544673337996
6747,2017,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,10,"",3.14194687596222,"",3.858091287062586
6748,2017,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",2.94242267313215,"",2.7859966206993234
6749,2017,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,52,"",1.96947316592811,"",2.2165158131584617
6750,2017,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,121,"",4.34548392889208,"",4.238314935593314
6751,2018,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,5,"",2.82141567352835,"",2.6732684247326417
6752,2018,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,5,"",2.59802342377919,"",2.350888281964628
6753,2018,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6754,2018,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6755,2018,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",2.76544848660832,"",2.079007387399703
6756,2018,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,4,"",5.23087787207888,"",5.479863922525182
6757,2018,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",2.01116869012583,"",2.049800919282267
6758,2018,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,4,"",2.54934577414071,"",2.446355297497078
6759,2018,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,6,"",2.06378470597947,"",2.2408875347086146
6760,2018,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,13,"",4.42444745458134,"",4.277845593543537
6761,2018,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",0.631684006392642,"",0.6607929515418502
6762,2018,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",4.28152887279578,"",3.54469063172638
6763,2018,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,7,"",1.60205429133128,"",2.09229648339759
6764,2018,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,17,"",3.68898793700945,"",4.002935209723476
6765,2018,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6766,2018,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6767,2018,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6768,2018,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6769,2018,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6770,2018,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",7.36214385629095,"",6.647673314339982
6771,2018,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.21459417561732,"",2.2987693776527083
6772,2018,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",5.22766480213289,"",4.7708170640979
6773,2018,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",0.986747974699782,"",1.0633640552995391
6774,2018,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",3.28031715980768,"",2.901045562157943
6775,2018,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,7,"",1.22859394443596,"",1.4835167752003833
6776,2018,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,20,"",3.30456707692867,"",3.462604254860289
6777,2018,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,11,"",3.44803806634025,"",3.506332307444685
6778,2018,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,11,"",3.23360123229603,"",3.1917298574303037
6779,2018,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,48,"",1.81217487034455,"",1.9729601964214625
6780,2018,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,99,"",3.54921524699849,"",3.39801339271847
6781,2019,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6782,2019,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",4.67991950538451,"",4.406838615899572
6783,2019,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6784,2019,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6785,2019,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",1.3805480775868,"",1.179245283018868
6786,2019,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,5,"",6.54236179260713,"",4.990554675795037
6787,2019,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",1.33665715412325,"",1.4638948603081752
6788,2019,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,8,"",5.09511951239706,"",4.691700935314549
6789,2019,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,6,"",2.05985244590313,"",2.251874381793542
6790,2019,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,8,"",2.71723439882887,"",2.7334726740590045
6791,2019,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.8950041374257,"",1.6520664367106883
6792,2019,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,8,"",4.89629044794937,"",4.192781488939161
6793,2019,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,8,"",1.80945121606431,"",2.0291640709982772
6794,2019,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,21,"",4.51169495785862,"",4.957488710630848
6795,2019,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6796,2019,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",8.94134477825465,"",7.719714964370547
6797,2019,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6798,2019,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6799,2019,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6800,2019,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",7.39426205264714,"",6.4935064935064934
6801,2019,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",1.10245074801283,"",1.0807870016209224
6802,2019,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",7.28650539201399,"",6.6710749987160165
6803,2019,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",0.982409949847972,"",1.0354508358350882
6804,2019,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,5,"",2.33766112329292,"",2.189362088424445
6805,2019,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,9,"",1.56605080268804,"",1.8852721753957415
6806,2019,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,21,"",3.45152902735912,"",3.483617904482696
6807,2019,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,8,"",2.49691007378369,"",2.5192539343038995
6808,2019,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",2.92822338830585,"",2.77457234112205
6809,2019,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,41,"",1.53961523888632,"",1.6013413202302422
6810,2019,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,111,"",3.96386526143477,"",3.814187977420514
6811,2020,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,5,"",2.83445105186479,"",2.9464312034361253
6812,2020,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,6,"",3.13170380345427,"",2.579388511894604
6813,2020,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",7.13623064297438,"",5.397410440950029
6814,2020,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",3.37906332364668,"",2.552080830019758
6815,2020,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",4.15656390717007,"",3.4408540789082513
6816,2020,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,4,"",5.25520593838271,"",5.007259114665707
6817,2020,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",2.01178908403243,"",1.7795271377451736
6818,2020,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,6,"",3.82631098980288,"",3.400300274979508
6819,2020,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,7,"",2.40508503693523,"",2.5602007695123365
6820,2020,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",3.3955857385399,"",3.3121696699544305
6821,2020,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.52919641107029,"",2.395195657794919
6822,2020,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,10,"",6.14601707363543,"",5.415857519133916
6823,2020,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,13,"",2.92359521250039,"",3.265122908896377
6824,2020,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,11,"",2.35127139656971,"",2.4965817720168046
6825,2020,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6826,2020,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",17.7920113868873,"",15.907670898298829
6827,2020,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6828,2020,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6829,2020,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6830,2020,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6831,2020,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.65062806397834,"",2.1666336343063897
6832,2020,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,5,"",2.59900925767098,"",2.362039690218553
6833,2020,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.4771412393215,"",1.3942064088472503
6834,2020,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",4.21634536553372,"",3.7292264212753814
6835,2020,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,13,"",2.25490876292236,"",2.4245218563586772
6836,2020,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,16,"",2.62846628991983,"",2.631271341705677
6837,2020,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,5,"",1.56056879611481,"",1.3894568943120391
6838,2020,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,24,"",7.02650162195079,"",6.602857178778506
6839,2020,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,63,"",2.36378944714342,"",2.446063006381707
